V	FIX.5.0SP2
X	2030	1080	1	0	0
X	2030	1081	1	0	0
X	2030	1091	1	0	0
X	2030	StrategyParametersGrp	1	0	0
X	2030	73	0	1	1
X	2030	11	1	2	1
X	2030	526	1	3	0
X	2030	67	1	4	1
X	2030	583	1	5	0
X	2030	160	1	6	0
X	2030	Parties	1	7	0
X	2030	229	1	8	0
X	2030	75	1	9	0
X	2030	1	1	10	0
X	2030	660	1	11	0
X	2030	581	1	12	0
X	2030	589	1	13	0
X	2030	590	1	14	0
X	2030	70	1	15	0
X	2030	591	1	16	0
X	2030	PreAllocGrp	1	17	0
X	2030	63	1	24	0
X	2030	64	1	25	0
X	2030	544	1	26	0
X	2030	635	1	27	0
X	2030	21	1	28	0
X	2030	18	1	29	0
X	2030	110	1	30	0
X	2030	111	1	31	0
X	2030	100	1	32	0
X	2030	TrdgSesGrp	1	33	0
X	2030	81	1	36	0
X	2030	Instrument	1	37	1
X	2030	UndInstrmtGrp	1	38	0
X	2030	140	1	40	0
X	2030	54	1	41	1
X	2030	401	1	42	0
X	2030	114	1	43	0
X	2030	60	1	44	0
X	2030	Stipulations	1	45	0
X	2030	854	1	46	0
X	2030	OrderQtyData	1	47	1
X	2030	40	1	48	0
X	2030	423	1	49	0
X	2030	44	1	50	0
X	2030	99	1	51	0
X	2030	SpreadOrBenchmarkCurveData	1	52	0
X	2030	YieldData	1	53	0
X	2030	15	1	54	0
X	2030	376	1	55	0
X	2030	377	1	56	0
X	2030	23	1	57	0
X	2030	117	1	58	0
X	2030	59	1	59	0
X	2030	168	1	60	0
X	2030	432	1	61	0
X	2030	126	1	62	0
X	2030	427	1	63	0
X	2030	CommissionData	1	64	0
X	2030	528	1	65	0
X	2030	529	1	66	0
X	2030	582	1	67	0
X	2030	121	1	68	0
X	2030	120	1	69	0
X	2030	775	1	70	0
X	2030	58	1	71	0
X	2030	354	1	72	0
X	2030	355	1	73	0
X	2030	193	1	74	0
X	2030	192	1	75	0
X	2030	640	1	76	0
X	2030	77	1	77	0
X	2030	203	1	78	0
X	2030	210	1	79	0
X	2030	PegInstructions	1	80	0
X	2030	DiscretionInstructions	1	81	0
X	2030	847	1	82	0
X	2030	848	1	83	0
X	2030	849	1	84	0
X	2030	494	1	85	0
X	2031	278	1	0	0
X	2031	423	1	0	0
X	2031	YieldData	1	0	0
X	2031	SpreadOrBenchmarkCurveData	1	0	0
X	2031	40	1	0	0
X	2031	SecSizesGrp	1	0	0
X	2031	1093	1	0	0
X	2031	326	1	0	0
X	2031	327	1	0	0
X	2031	198	1	0	0
X	2031	1023	1	0	0
X	2031	528	1	0	0
X	2031	1024	1	0	0
X	2031	332	1	0	0
X	2031	333	1	0	0
X	2031	1020	1	0	0
X	2031	63	1	0	0
X	2031	64	1	0	0
X	2031	1070	1	0	0
X	2031	1048	1	0	0
X	2031	1026	1	0	0
X	2031	1027	1	0	0
X	2031	Parties	1	0	0
X	2031	120	1	0	0
X	2031	RateSource	1	0	0
X	2031	828	1	0	0
X	2031	1025	1	0	0
X	2031	31	1	0	0
X	2031	268	0	1	1
X	2031	269	1	2	1
X	2031	270	1	3	0
X	2031	15	1	4	0
X	2031	271	1	5	0
X	2031	272	1	6	0
X	2031	273	1	7	0
X	2031	274	1	8	0
X	2031	275	1	9	0
X	2031	336	1	10	0
X	2031	625	1	11	0
X	2031	276	1	12	0
X	2031	277	1	13	0
X	2031	282	1	14	0
X	2031	283	1	15	0
X	2031	284	1	16	0
X	2031	286	1	17	0
X	2031	59	1	18	0
X	2031	432	1	19	0
X	2031	126	1	20	0
X	2031	110	1	21	0
X	2031	18	1	22	0
X	2031	287	1	23	0
X	2031	37	1	24	0
X	2031	299	1	25	0
X	2031	288	1	26	0
X	2031	289	1	27	0
X	2031	346	1	28	0
X	2031	290	1	29	0
X	2031	546	1	30	0
X	2031	811	1	31	0
X	2031	58	1	32	0
X	2031	354	1	33	0
X	2031	355	1	34	0
X	2031	83	1	35	0
X	2032	1173	1	0	0
X	2032	264	1	0	0
X	2032	423	1	0	0
X	2032	YieldData	1	0	0
X	2032	SpreadOrBenchmarkCurveData	1	0	0
X	2032	40	1	0	0
X	2032	SecSizesGrp	1	0	0
X	2032	1093	1	0	0
X	2032	326	1	0	0
X	2032	327	1	0	0
X	2032	828	1	0	0
X	2032	574	1	0	0
X	2032	198	1	0	0
X	2032	1003	1	0	0
X	2032	1023	1	0	0
X	2032	528	1	0	0
X	2032	1024	1	0	0
X	2032	332	1	0	0
X	2032	333	1	0	0
X	2032	1020	1	0	0
X	2032	63	1	0	0
X	2032	64	1	0	0
X	2032	483	1	0	0
X	2032	60	1	0	0
X	2032	1070	1	0	0
X	2032	83	1	0	0
X	2032	1048	1	0	0
X	2032	1026	1	0	0
X	2032	1027	1	0	0
X	2032	StatsIndGrp	1	0	0
X	2032	Parties	1	0	0
X	2032	120	1	0	0
X	2032	RateSource	1	0	0
X	2032	1025	1	0	0
X	2032	31	1	0	0
X	2032	1500	1	0	0
X	2032	268	0	1	1
X	2032	279	1	2	1
X	2032	285	1	3	0
X	2032	269	1	4	0
X	2032	278	1	5	0
X	2032	280	1	6	0
X	2032	Instrument	1	7	0
X	2032	UndInstrmtGrp	1	8	0
X	2032	InstrmtLegGrp	1	10	0
X	2032	291	1	12	0
X	2032	292	1	13	0
X	2032	270	1	14	0
X	2032	15	1	15	0
X	2032	271	1	16	0
X	2032	272	1	17	0
X	2032	273	1	18	0
X	2032	274	1	19	0
X	2032	275	1	20	0
X	2032	336	1	21	0
X	2032	625	1	22	0
X	2032	276	1	23	0
X	2032	277	1	24	0
X	2032	282	1	25	0
X	2032	283	1	26	0
X	2032	284	1	27	0
X	2032	286	1	28	0
X	2032	59	1	29	0
X	2032	432	1	30	0
X	2032	126	1	31	0
X	2032	110	1	32	0
X	2032	18	1	33	0
X	2032	287	1	34	0
X	2032	37	1	35	0
X	2032	299	1	36	0
X	2032	288	1	37	0
X	2032	289	1	38	0
X	2032	346	1	39	0
X	2032	290	1	40	0
X	2032	546	1	41	0
X	2032	811	1	42	0
X	2032	451	1	43	0
X	2032	58	1	44	0
X	2032	354	1	45	0
X	2032	355	1	46	0
X	2033	267	0	1	1
X	2033	269	1	2	1
X	2034	816	0	1	0
X	2034	817	1	2	0
X	2035	136	0	1	0
X	2035	137	1	2	0
X	2035	138	1	3	0
X	2035	139	1	4	0
X	2035	891	1	5	0
X	2036	73	0	1	0
X	2036	11	1	2	0
X	2036	37	1	3	0
X	2036	198	1	4	0
X	2036	526	1	5	0
X	2036	66	1	6	0
X	2036	NestedParties2	1	7	0
X	2036	38	1	8	0
X	2036	799	1	9	0
X	2036	800	1	10	0
X	2037	37	1	0	0
X	2037	73	0	1	1
X	2037	11	1	2	0
X	2037	526	1	3	0
X	2037	14	1	4	1
X	2037	39	1	5	1
X	2037	636	1	6	0
X	2037	151	1	7	1
X	2037	84	1	8	1
X	2037	6	1	9	1
X	2037	103	1	10	0
X	2037	58	1	11	0
X	2037	354	1	12	0
X	2037	355	1	13	0
X	2038	1037	1	0	0
X	2038	UnderlyingAmount	1	0	0
X	2038	711	0	1	0
X	2038	UnderlyingInstrument	1	2	0
X	2038	732	1	3	0
X	2038	733	1	4	0
X	2039	78	0	1	0
X	2039	79	1	2	0
X	2039	661	1	3	0
X	2039	736	1	4	0
X	2039	467	1	5	0
X	2039	NestedParties	1	6	0
X	2039	80	1	7	0
X	2040	78	0	1	0
X	2040	79	1	2	0
X	2040	661	1	3	0
X	2040	736	1	4	0
X	2040	467	1	5	0
X	2040	NestedParties3	1	6	0
X	2040	80	1	7	0
X	2041	295	0	1	0
X	2041	Instrument	1	2	0
X	2041	FinancingDetails	1	3	0
X	2041	UndInstrmtGrp	1	4	0
X	2041	InstrmtLegGrp	1	6	0
X	2042	1167	1	0	0
X	2042	775	1	0	0
X	2042	528	1	0	0
X	2042	529	1	0	0
X	2042	295	0	1	0
X	2042	299	1	2	0
X	2042	Instrument	1	3	0
X	2042	InstrmtLegGrp	1	4	0
X	2042	132	1	6	0
X	2042	133	1	7	0
X	2042	134	1	8	0
X	2042	135	1	9	0
X	2042	62	1	10	0
X	2042	188	1	11	0
X	2042	190	1	12	0
X	2042	189	1	13	0
X	2042	191	1	14	0
X	2042	631	1	15	0
X	2042	632	1	16	0
X	2042	633	1	17	0
X	2042	634	1	18	0
X	2042	60	1	19	0
X	2042	336	1	20	0
X	2042	625	1	21	0
X	2042	64	1	22	0
X	2042	40	1	23	0
X	2042	193	1	24	0
X	2042	192	1	25	0
X	2042	642	1	26	0
X	2042	643	1	27	0
X	2042	15	1	28	0
X	2042	368	1	29	0
X	2043	295	0	1	1
X	2043	299	1	2	1
X	2043	Instrument	1	3	0
X	2043	InstrmtLegGrp	1	4	0
X	2043	132	1	6	0
X	2043	133	1	7	0
X	2043	134	1	8	0
X	2043	135	1	9	0
X	2043	62	1	10	0
X	2043	188	1	11	0
X	2043	190	1	12	0
X	2043	189	1	13	0
X	2043	191	1	14	0
X	2043	631	1	15	0
X	2043	632	1	16	0
X	2043	633	1	17	0
X	2043	634	1	18	0
X	2043	60	1	19	0
X	2043	336	1	20	0
X	2043	625	1	21	0
X	2043	64	1	22	0
X	2043	40	1	23	0
X	2043	193	1	24	0
X	2043	192	1	25	0
X	2043	642	1	26	0
X	2043	643	1	27	0
X	2043	15	1	28	0
X	2043	775	1	29	0
X	2043	528	1	30	0
X	2043	529	1	31	0
X	2044	735	0	1	0
X	2044	695	1	2	0
X	2045	110	1	0	0
X	2045	120	1	0	0
X	2045	RateSource	1	0	0
X	2045	146	0	1	1
X	2045	Instrument	1	2	1
X	2045	FinancingDetails	1	3	0
X	2045	UndInstrmtGrp	1	4	0
X	2045	140	1	6	0
X	2045	303	1	7	0
X	2045	537	1	8	0
X	2045	336	1	9	0
X	2045	625	1	10	0
X	2045	229	1	11	0
X	2045	54	1	12	0
X	2045	854	1	13	0
X	2045	OrderQtyData	1	14	0
X	2045	63	1	15	0
X	2045	64	1	16	0
X	2045	193	1	17	0
X	2045	192	1	18	0
X	2045	15	1	19	0
X	2045	Stipulations	1	20	0
X	2045	1	1	21	0
X	2045	660	1	22	0
X	2045	581	1	23	0
X	2045	QuotReqLegsGrp	1	24	0
X	2045	QuotQualGrp	1	33	0
X	2045	692	1	35	0
X	2045	40	1	36	0
X	2045	62	1	37	0
X	2045	126	1	38	0
X	2045	60	1	39	0
X	2045	SpreadOrBenchmarkCurveData	1	40	0
X	2045	423	1	41	0
X	2045	44	1	42	0
X	2045	640	1	43	0
X	2045	YieldData	1	44	0
X	2045	Parties	1	45	0
X	2046	685	1	0	0
X	2046	654	1	0	0
X	2046	555	0	1	0
X	2046	InstrumentLeg	1	2	0
X	2046	687	1	3	0
X	2046	690	1	4	0
X	2046	587	1	5	0
X	2046	588	1	6	0
X	2046	LegStipulations	1	7	0
X	2046	NestedParties	1	8	0
X	2046	LegBenchmarkCurveData	1	9	0
X	2047	146	0	1	1
X	2047	Instrument	1	2	1
X	2047	FinancingDetails	1	3	0
X	2047	UndInstrmtGrp	1	4	0
X	2047	140	1	6	0
X	2047	303	1	7	0
X	2047	537	1	8	0
X	2047	336	1	9	0
X	2047	625	1	10	0
X	2047	229	1	11	0
X	2047	54	1	12	0
X	2047	854	1	13	0
X	2047	OrderQtyData	1	14	0
X	2047	63	1	15	0
X	2047	64	1	16	0
X	2047	193	1	17	0
X	2047	192	1	18	0
X	2047	15	1	19	0
X	2047	Stipulations	1	20	0
X	2047	1	1	21	0
X	2047	660	1	22	0
X	2047	581	1	23	0
X	2047	QuotReqLegsGrp	1	24	0
X	2047	QuotQualGrp	1	33	0
X	2047	692	1	35	0
X	2047	40	1	36	0
X	2047	126	1	37	0
X	2047	60	1	38	0
X	2047	SpreadOrBenchmarkCurveData	1	39	0
X	2047	423	1	40	0
X	2047	44	1	41	0
X	2047	640	1	42	0
X	2047	YieldData	1	43	0
X	2047	Parties	1	44	0
X	2048	1168	1	0	0
X	2048	1169	1	0	0
X	2048	1170	1	0	0
X	2048	367	1	0	0
X	2048	296	0	1	0
X	2048	302	1	2	0
X	2048	UnderlyingInstrument	1	3	0
X	2048	304	1	4	0
X	2048	893	1	5	0
X	2048	QuotEntryAckGrp	1	6	0
X	2049	296	0	1	1
X	2049	302	1	2	1
X	2049	UnderlyingInstrument	1	3	0
X	2049	367	1	4	0
X	2049	304	1	5	1
X	2049	893	1	6	0
X	2049	QuotEntryGrp	1	7	1
X	2050	SecondaryPriceLimits	1	0	0
X	2050	292	1	0	0
X	2050	146	0	1	0
X	2050	Instrument	1	2	0
X	2050	15	1	3	0
X	2050	InstrumentExtension	1	5	0
X	2050	InstrmtLegGrp	1	6	0
X	2050	1504	1	7	0
X	2050	58	1	10	0
X	2050	354	1	11	0
X	2050	355	1	12	0
X	2051	146	0	1	1
X	2051	Instrument	1	2	1
X	2051	UndInstrmtGrp	1	3	0
X	2051	InstrmtLegGrp	1	5	0
X	2051	140	1	7	0
X	2051	303	1	8	0
X	2051	537	1	9	0
X	2051	336	1	10	0
X	2051	625	1	11	0
X	2052	510	0	1	0
X	2052	477	1	2	0
X	2052	512	1	3	0
X	2052	478	1	4	0
X	2052	498	1	5	0
X	2052	499	1	6	0
X	2052	500	1	7	0
X	2052	501	1	8	0
X	2052	502	1	9	0
X	2053	473	0	1	0
X	2053	509	1	2	0
X	2053	511	1	3	0
X	2053	474	1	4	0
X	2053	482	1	5	0
X	2053	NestedParties	1	6	0
X	2053	522	1	7	0
X	2053	486	1	8	0
X	2053	475	1	9	0
X	2054	215	0	1	0
X	2054	216	1	2	0
X	2054	217	1	3	0
X	2055	SecurityTradingRules	1	0	0
X	2055	StrikeRules	1	0	0
X	2055	146	0	1	0
X	2055	Instrument	1	2	0
X	2055	InstrumentExtension	1	3	0
X	2055	FinancingDetails	1	4	0
X	2055	UndInstrmtGrp	1	5	0
X	2055	15	1	7	0
X	2055	Stipulations	1	8	0
X	2055	InstrmtLegSecListGrp	1	9	0
X	2055	SpreadOrBenchmarkCurveData	1	15	0
X	2055	YieldData	1	16	0
X	2055	1504	1	17	0
X	2055	58	1	22	0
X	2055	354	1	23	0
X	2055	355	1	24	0
X	2056	558	0	1	0
X	2056	167	1	2	0
X	2056	762	1	3	0
X	2056	460	1	4	0
X	2056	461	1	5	0
X	2056	60	1	6	0
X	2057	120	1	0	0
X	2057	778	0	1	0
X	2057	162	1	2	0
X	2057	163	1	3	0
X	2057	214	1	4	0
X	2057	Parties	1	5	0
X	2057	54	1	6	0
X	2057	460	1	7	0
X	2057	167	1	8	0
X	2057	461	1	9	0
X	2057	168	1	10	0
X	2057	126	1	11	0
X	2057	779	1	12	0
X	2057	SettlInstructionsData	1	13	0
X	2057	492	1	14	0
X	2057	476	1	15	0
X	2057	488	1	16	0
X	2057	489	1	17	0
X	2057	503	1	18	0
X	2057	490	1	19	0
X	2057	491	1	20	0
X	2057	504	1	21	0
X	2057	505	1	22	0
X	2058	552	0	1	1
X	2058	54	1	2	1
X	2058	41	1	3	0
X	2058	11	1	4	1
X	2058	526	1	5	0
X	2058	583	1	6	0
X	2058	586	1	7	0
X	2058	Parties	1	8	0
X	2058	229	1	9	0
X	2058	75	1	10	0
X	2058	OrderQtyData	1	11	1
X	2058	376	1	12	0
X	2058	58	1	13	0
X	2058	354	1	14	0
X	2058	355	1	15	0
X	2059	41	1	0	0
X	2059	1091	1	0	0
X	2059	962	1	0	0
X	2059	552	0	1	1
X	2059	54	1	2	1
X	2059	11	1	3	1
X	2059	526	1	4	0
X	2059	583	1	5	0
X	2059	Parties	1	6	0
X	2059	229	1	7	0
X	2059	75	1	8	0
X	2059	1	1	9	0
X	2059	660	1	10	0
X	2059	581	1	11	0
X	2059	589	1	12	0
X	2059	590	1	13	0
X	2059	591	1	14	0
X	2059	70	1	15	0
X	2059	PreAllocGrp	1	16	0
X	2059	854	1	23	0
X	2059	OrderQtyData	1	24	1
X	2059	CommissionData	1	25	0
X	2059	528	1	26	0
X	2059	529	1	27	0
X	2059	582	1	28	0
X	2059	121	1	29	0
X	2059	120	1	30	0
X	2059	775	1	31	0
X	2059	58	1	32	0
X	2059	354	1	33	0
X	2059	355	1	34	0
X	2059	77	1	35	0
X	2059	203	1	36	0
X	2059	544	1	37	0
X	2059	635	1	38	0
X	2059	377	1	39	0
X	2059	659	1	40	0
X	2060	993	1	0	0
X	2060	1002	1	0	0
X	2060	989	1	0	0
X	2060	1136	1	0	0
X	2060	78	0	1	0
X	2060	79	1	2	0
X	2060	661	1	3	0
X	2060	736	1	4	0
X	2060	467	1	5	0
X	2060	NestedParties2	1	6	0
X	2060	80	1	7	0
X	2061	1009	1	0	0
X	2061	1005	1	0	0
X	2061	1006	1	0	0
X	2061	1007	1	0	0
X	2061	83	1	0	0
X	2061	1008	1	0	0
X	2061	430	1	0	0
X	2061	1154	1	0	0
X	2061	1155	1	0	0
X	2061	SettlDetails	1	0	0
X	2061	1072	1	0	0
X	2061	1057	1	0	0
X	2061	1139	1	0	0
X	2061	1427	1	0	0
X	2061	1429	1	0	0
X	2061	1444	1	0	0
X	2061	552	0	1	1
X	2061	54	1	2	1
X	2061	1428	1	3	0
X	2061	Parties	1	8	0
X	2061	1	1	9	0
X	2061	660	1	10	0
X	2061	581	1	11	0
X	2061	81	1	12	0
X	2061	575	1	13	0
X	2061	ClrInstGrp	1	14	0
X	2061	578	1	17	0
X	2061	579	1	18	0
X	2061	376	1	21	0
X	2061	377	1	22	0
X	2061	582	1	25	0
X	2061	336	1	29	0
X	2061	625	1	30	0
X	2061	943	1	31	0
X	2061	CommissionData	1	32	0
X	2061	157	1	34	0
X	2061	230	1	35	0
X	2061	158	1	36	0
X	2061	159	1	37	0
X	2061	738	1	38	0
X	2061	920	1	39	0
X	2061	921	1	40	0
X	2061	922	1	41	0
X	2061	238	1	42	0
X	2061	237	1	43	0
X	2061	118	1	44	0
X	2061	119	1	45	0
X	2061	155	1	47	0
X	2061	156	1	48	0
X	2061	77	1	49	0
X	2061	58	1	50	0
X	2061	354	1	51	0
X	2061	355	1	52	0
X	2061	752	1	53	0
X	2061	ContAmtGrp	1	54	0
X	2061	Stipulations	1	58	0
X	2061	MiscFeesGrp	1	59	0
X	2061	825	1	64	0
X	2061	826	1	65	0
X	2061	591	1	66	0
X	2061	70	1	67	0
X	2061	TrdAllocGrp	1	68	0
X	2061	SideTrdRegTS	1	69	0
X	2061	1115	1	70	0
X	2061	TradeReportOrderDetail	1	71	0
X	2062	897	0	1	0
X	2062	571	1	2	0
X	2062	818	1	3	0
X	2063	990	1	0	0
X	2063	1152	1	0	0
X	2063	675	1	0	0
X	2063	1073	1	0	0
X	2063	1074	1	0	0
X	2063	1075	1	0	0
X	2063	1379	1	0	0
X	2063	1381	1	0	0
X	2063	1383	1	0	0
X	2063	1384	1	0	0
X	2063	1418	1	0	0
X	2063	TradeCapLegUnderlyingsGrp	1	0	0
X	2063	555	0	1	0
X	2063	InstrumentLeg	1	2	0
X	2063	687	1	3	0
X	2063	690	1	4	0
X	2063	LegStipulations	1	5	0
X	2063	564	1	6	0
X	2063	565	1	7	0
X	2063	NestedParties	1	8	0
X	2063	654	1	9	0
X	2063	587	1	11	0
X	2063	588	1	12	0
X	2063	637	1	13	0
X	2064	386	0	1	0
X	2064	336	1	2	0
X	2064	625	1	3	0
X	2065	711	0	1	0
X	2065	UnderlyingInstrument	1	2	0
X	2065	944	1	3	0
X	2066	711	0	1	0
X	2066	UnderlyingInstrument	1	2	0
X	2069	779	1	0	0
X	2069	580	0	1	0
X	2069	75	1	2	0
X	2069	60	1	3	0
X	2070	1145	1	0	0
X	2070	864	0	1	0
X	2070	865	1	2	0
X	2070	866	1	3	0
X	2070	867	1	4	0
X	2070	868	1	5	0
X	2071	454	0	1	0
X	2071	455	1	2	0
X	2071	456	1	3	0
X	2072	604	0	1	0
X	2072	605	1	2	0
X	2072	606	1	3	0
X	2073	457	0	1	0
X	2073	458	1	2	0
X	2073	459	1	3	0
X	2074	870	0	1	0
X	2074	871	1	2	0
X	2074	872	1	3	0
X	2075	85	0	1	0
X	2075	165	1	2	0
X	2075	787	1	3	0
X	2075	SettlParties	1	4	0
X	2076	801	0	1	0
X	2076	785	1	2	0
X	2076	786	1	3	0
X	2077	802	0	1	0
X	2077	523	1	2	0
X	2077	803	1	3	0
X	2078	804	0	1	0
X	2078	545	1	2	0
X	2078	805	1	3	0
X	2079	806	0	1	0
X	2079	760	1	2	0
X	2079	807	1	3	0
X	2080	952	0	1	0
X	2080	953	1	2	0
X	2080	954	1	3	0
X	2085	627	0	1	0
X	2085	628	1	2	0
X	2085	629	1	3	0
X	2085	630	1	4	0
X	2086	957	0	1	0
X	2086	958	1	2	0
X	2086	959	1	3	0
X	2086	960	1	4	0
X	2087	1324	1	0	0
X	2087	Instrument	1	0	0
X	2087	InstrumentExtension	1	0	0
X	2087	FinancingDetails	1	0	0
X	2087	SecurityTradingRules	1	0	0
X	2087	StrikeRules	1	0	0
X	2087	UndInstrmtGrp	1	0	0
X	2087	15	1	0	0
X	2087	Stipulations	1	0	0
X	2087	SecLstUpdRelSymsLegGrp	1	0	0
X	2087	SpreadOrBenchmarkCurveData	1	0	0
X	2087	58	1	0	0
X	2087	354	1	0	0
X	2087	355	1	0	0
X	2087	1504	1	0	0
X	2087	146	0	1	0
X	2087	YieldData	1	2	0
X	2088	InstrumentLeg	1	0	0
X	2088	690	1	0	0
X	2088	587	1	0	0
X	2088	LegStipulations	1	0	0
X	2088	LegBenchmarkCurveData	1	0	0
X	2088	555	0	1	0
X	2093	1052	0	1	0
X	2093	1053	1	2	0
X	2093	1054	1	3	0
X	2094	430	1	0	0
X	2094	1154	1	0	0
X	2094	1155	1	0	0
X	2094	SettlDetails	1	0	0
X	2094	1072	1	0	0
X	2094	1057	1	0	0
X	2094	1009	1	0	0
X	2094	1005	1	0	0
X	2094	1006	1	0	0
X	2094	1007	1	0	0
X	2094	83	1	0	0
X	2094	SideTrdRegTS	1	0	0
X	2094	1427	1	0	0
X	2094	1428	1	0	0
X	2094	1429	1	0	0
X	2094	1115	1	0	0
X	2094	TradeReportOrderDetail	1	0	0
X	2094	552	0	1	1
X	2094	54	1	2	1
X	2094	Parties	1	8	0
X	2094	1	1	9	0
X	2094	660	1	10	0
X	2094	581	1	11	0
X	2094	81	1	12	0
X	2094	575	1	13	0
X	2094	ClrInstGrp	1	14	0
X	2094	578	1	17	0
X	2094	579	1	18	0
X	2094	376	1	21	0
X	2094	377	1	22	0
X	2094	582	1	25	0
X	2094	336	1	29	0
X	2094	625	1	30	0
X	2094	943	1	31	0
X	2094	CommissionData	1	32	0
X	2094	157	1	34	0
X	2094	230	1	35	0
X	2094	158	1	36	0
X	2094	159	1	37	0
X	2094	738	1	38	0
X	2094	920	1	39	0
X	2094	921	1	40	0
X	2094	922	1	41	0
X	2094	238	1	42	0
X	2094	237	1	43	0
X	2094	118	1	44	0
X	2094	119	1	45	0
X	2094	155	1	47	0
X	2094	156	1	48	0
X	2094	77	1	49	0
X	2094	752	1	53	0
X	2094	ContAmtGrp	1	54	0
X	2094	Stipulations	1	58	0
X	2094	MiscFeesGrp	1	59	0
X	2094	825	1	64	0
X	2094	826	1	65	0
X	2094	591	1	66	0
X	2094	70	1	67	0
X	2094	TrdAllocGrp	1	68	0
X	2094	1008	1	69	0
X	2096	1062	0	1	0
X	2096	1063	1	2	0
X	2096	1064	1	3	0
X	2097	1121	1	0	0
X	2097	1122	1	0	0
X	2097	1120	0	1	0
X	2098	1130	1	0	0
X	2098	1406	1	0	0
X	2098	1131	1	0	0
X	2098	1410	1	0	0
X	2098	384	0	9	0
X	2098	372	1	10	0
X	2098	385	1	11	0
X	2099	336	1	0	1
X	2099	625	1	0	0
X	2099	207	1	0	0
X	2099	1301	1	0	0
X	2099	1300	1	0	0
X	2099	1326	1	0	0
X	2099	338	1	0	0
X	2099	339	1	0	0
X	2099	325	1	0	0
X	2099	340	1	0	1
X	2099	567	1	0	0
X	2099	341	1	0	0
X	2099	343	1	0	0
X	2099	344	1	0	0
X	2099	345	1	0	0
X	2099	387	1	0	0
X	2099	TradingSessionRules	1	0	0
X	2099	58	1	0	0
X	2099	354	1	0	0
X	2099	355	1	0	0
X	2099	60	1	0	0
X	2099	1327	1	0	0
X	2099	386	0	1	1
X	2099	342	1	2	0
X	21	StandardHeader	0	1	1
X	21	66	0	2	1
X	21	391	0	3	0
X	21	390	0	4	0
X	21	60	0	5	1
X	21	58	0	6	0
X	21	354	0	7	0
X	21	355	0	8	0
X	21	StandardTrailer	0	9	1
X	2101	430	1	0	0
X	2101	1161	1	0	0
X	2101	1162	1	0	0
X	2101	1163	1	0	0
X	2101	1157	1	0	0
X	2101	119	1	0	0
X	2101	15	1	0	0
X	2101	120	1	0	0
X	2101	155	1	0	0
X	2101	Instrument	1	0	0
X	2101	Parties	1	0	0
X	2101	168	1	0	0
X	2101	126	1	0	0
X	2101	779	1	0	0
X	2101	SettlDetails	1	0	0
X	2101	1165	0	1	0
X	2101	64	1	2	0
X	2102	1178	1	0	0
X	2102	1179	1	0	0
X	2102	1177	0	1	0
X	2103	1176	1	0	0
X	2103	1175	0	1	0
X	2104	1297	1	0	0
X	2104	1298	1	0	0
X	2104	1296	0	1	0
X	2105	1219	1	0	0
X	2105	1220	1	0	0
X	2105	1218	0	1	0
X	2106	1287	1	0	0
X	2106	1288	1	0	0
X	2106	1289	1	0	0
X	2106	1290	1	0	0
X	2106	1291	1	0	0
X	2106	1286	0	1	0
X	2107	1324	1	0	0
X	2107	292	1	0	0
X	2107	Instrument	1	0	0
X	2107	InstrumentExtension	1	0	0
X	2107	SecondaryPriceLimits	1	0	0
X	2107	15	1	0	0
X	2107	InstrmtLegGrp	1	0	0
X	2107	58	1	0	0
X	2107	354	1	0	0
X	2107	355	1	0	0
X	2107	1504	1	0	0
X	2107	146	0	1	0
X	2108	1335	1	0	0
X	2108	1336	1	0	0
X	2108	1334	0	1	0
X	2109	UnderlyingLegInstrument	1	0	0
X	2109	1342	0	1	0
X	2111	1372	1	0	0
X	2111	1371	1	0	0
X	2111	1370	0	1	0
X	2112	1363	1	0	0
X	2112	1364	1	0	0
X	2112	1365	1	0	0
X	2112	NestedParties4	1	0	0
X	2112	1443	1	0	0
X	2112	1362	0	1	0
X	2113	1388	1	0	0
X	2113	1389	1	0	0
X	2113	1387	0	1	0
X	2115	1433	1	0	0
X	2115	1351	0	1	0
X	2115	1355	1	2	0
X	2115	1182	1	3	0
X	2115	1183	1	4	0
X	2115	NestedParties	1	5	0
X	2116	1433	1	0	0
X	2116	1351	0	1	0
X	2116	1355	1	2	0
X	2116	1182	1	3	0
X	2116	1183	1	4	0
X	2116	1357	1	5	0
X	2116	1354	1	6	0
X	2116	NestedParties	1	7	0
X	2117	1351	0	1	0
X	2117	1355	1	2	0
X	2117	1399	1	3	0
X	2117	1357	1	4	0
X	2118	1206	1	0	0
X	2118	1207	1	0	0
X	2118	1208	1	0	0
X	2118	1209	1	0	0
X	2118	1205	0	1	0
X	2119	1223	1	0	0
X	2119	1202	1	0	0
X	2119	1203	1	0	0
X	2119	1204	1	0	0
X	2119	1304	1	0	0
X	2119	MaturityRules	1	0	0
X	2119	1201	0	1	0
X	2120	1222	1	0	0
X	2120	1303	1	0	0
X	2120	1302	1	0	0
X	2120	1241	1	0	0
X	2120	1226	1	0	0
X	2120	1229	1	0	0
X	2120	1236	0	1	0
X	2121	1305	0	1	0
X	2121	1221	0	2	0
X	2121	1230	0	3	0
X	2121	1240	0	4	0
X	2122	1148	0	0	0
X	2122	1149	0	0	0
X	2122	1150	0	0	0
X	2122	1306	0	1	0
X	2123	1022	1	0	0
X	2123	264	1	0	0
X	2123	1021	1	0	0
X	2123	1141	0	1	0
